date,original,predict
2015-03-29,413.7142857142857,447.33566131287296
2015-04-05,405.14285714285717,449.86934560533274
2015-04-12,426.0,449.93809162358446
2015-04-19,445.42857142857144,453.6727147199502
2015-04-26,424.0,455.7250664189599
2015-05-03,433.2857142857143,461.3783539594796
2015-05-10,464.57142857142856,469.7989250886124
2015-05-17,449.42857142857144,481.9476860535355
2015-05-24,447.2857142857143,492.0728347252465
2015-05-31,452.0,501.30298095689835
2015-06-07,434.57142857142856,501.8233796976329
2015-06-14,457.85714285714283,510.42019192059604
2015-06-21,487.14285714285717,516.7828220338943
2015-06-28,471.57142857142856,511.99475450255306
2015-07-05,503.14285714285717,514.7761660009872
2015-07-12,515.2857142857143,521.8829398771476
2015-07-19,518.8571428571429,528.3369424627889
2015-07-26,502.7142857142857,539.5862178988066
2015-08-02,489.2857142857143,534.6667867505009
2015-08-09,487.7142857142857,543.2298296951074
2015-08-16,459.85714285714283,545.0788813691441
2015-08-23,442.0,540.5870468862084
2015-08-30,430.85714285714283,525.9520763300214
2015-09-06,421.57142857142856,513.6976013072801
2015-09-13,419.57142857142856,499.02433976589595
2015-09-20,426.85714285714283,497.05803680948077
2015-09-27,399.57142857142856,482.0400054047492
2015-10-04,418.57142857142856,475.3330342735031
2015-10-11,394.2857142857143,459.94259739242517
2015-10-18,361.57142857142856,460.69137454743594
2015-10-25,359.0,448.4923364318339
2015-11-01,386.2857142857143,447.83424290578887
2015-11-08,361.7142857142857,438.8735796404239
2015-11-15,396.2857142857143,433.03810092053135
2015-11-22,407.85714285714283,433.5288805372149
2015-11-29,404.7142857142857,446.2221335167034
2015-12-06,407.14285714285717,453.84175638848734
2015-12-13,372.57142857142856,461.27814899468956
2015-12-20,333.7142857142857,455.5565283406822
2015-12-27,345.42857142857144,452.1713806211187
2016-01-03,313.14285714285717,448.4342121645254
2016-01-10,252.57142857142858,435.431373410321
2016-01-17,254.57142857142858,407.2720664345524
2016-01-24,249.71428571428572,383.84144278597756
2016-01-31,227.14285714285714,364.3246636891684
2016-02-07,232.42857142857142,341.29012171566455
2016-02-14,190.57142857142858,313.7927261014338
2016-02-21,187.28571428571428,285.9597785056777
2016-02-28,214.28571428571428,272.1004396916843
2016-03-06,205.57142857142858,261.2491795581081
2016-03-13,200.28571428571428,250.35764694116125
2016-03-20,192.85714285714286,241.53650723719463
2016-03-27,195.57142857142858,239.58727208447448
2016-04-03,230.0,245.82268484138496
2016-04-10,203.57142857142858,258.6957090244554
2016-04-17,191.28571428571428,255.54818129305718
2016-04-24,194.57142857142858,256.99253256107465
2016-05-01,178.14285714285714,252.73401472025918
2016-05-08,204.14285714285714,252.27111867473516
2016-05-15,192.14285714285714,245.2261341659868
2016-05-22,178.14285714285714,247.8681750054571
2016-05-29,178.0,246.11377075693446
2016-06-05,196.28571428571428,254.25313596740193
2016-06-12,176.0,250.70065079810067
2016-06-19,200.42857142857142,257.63373585646366
2016-06-26,188.57142857142858,258.83497936159546
2016-07-03,194.28571428571428,264.0866024169964
2016-07-10,210.0,258.650526226502
2016-07-17,195.14285714285714,259.1571095629967
2016-07-24,205.57142857142858,254.92029914208277
2016-07-31,203.57142857142858,254.4801539501186
2016-08-07,208.57142857142858,244.57731016673588
2016-08-14,211.85714285714286,249.11881341832364
2016-08-21,177.0,249.43418920073367
2016-08-28,170.42857142857142,242.58211665315343
2016-09-04,215.0,236.77809814209823
